,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
1535,Star Trek V: The Final Frontier,William Shatner,Leonard Nimoy,DeForest Kelley," 48,470 ",Action,Adventure,Fantasy,Dolby Digital,-,PG
1536,Under Siege 2: Dark Territory,Steven Seagal,Eric Bogosian,Everett McGill," 84,275 ",Action,Adventure,Thriller,-,-,R
1537,Beverly Hills Cop III,Eddie Murphy,Jon Tenney,Joey Travolta," 131,022 ",Action,Comedy,Crime,-,-,R
1538,The Bounty Hunter,Jennifer Aniston,Gerard Butler,Gio Perez," 76,510 ",Action,Comedy,Romance,-,-,PG-13
1539,Collateral Damage,Arnold Schwarzenegger,John Leguizamo,Francesca Neri," 45,755 ",Action,Drama,Thriller,Color,-,R
1540,Stolen,Nicolas Cage,Malin Akerman,Josh Lucas," 42,758 ",Action,Crime,Thriller,-,-,R
1541,Beverly Hills Ninja,Chris Farley,Nicollette Sheridan,Robin Shou," 97,163 ",Action,Comedy,-,-,-,PG-13
1542,Babylon A.D.,Vin Diesel,Michelle Yeoh,Mélanie Thierry," 89,305 ",Action,Adventure,Sci-Fi,Color,-,PG-13
1543,Cop Out,Bruce Willis,Tracy Morgan,Juan Carlos Hernández," 33,746 ",Action,Comedy,Crime,Color,-,R
1544,Fighting,Channing Tatum,Terrence Howard,Luis Guzmán," 39,660 ",Action,Crime,Drama,Color,-,PG-13
1545,Whiteout,Kate Beckinsale,Gabriel Macht,Tom Skerritt," 26,210 ",Action,Crime,Mystery,-,-,R
1546,The Man,Samuel L. Jackson,Eugene Levy,Miguel Ferrer," 64,172 ",Action,Comedy,Crime,-,-,PG-13
1547,Showtime,Robert De Niro,Eddie Murphy,Rene Russo," 29,652",Action,Comedy,Crime,-,-,PG-13
1548,Taxi 4,Samy Naceri,Frédéric Diefenthal,Bernard Farcy," 35,155",Action,Comedy,Crime,-,-,Not Rated
1549,Gunjan Saxena: The Kargil Girl,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi," 46,616",Action,Biography,Drama,-,-,TV-14
1550,65,Adam Driver,Ariana Greenblatt,Chloe Coleman," 31,391",Action,Adventure,Drama,-,55,PG-13
1551,Shotgun Wedding,Jennifer Lopez,Josh Duhamel,Lenny Kravitz," 278,616 ",Action,Comedy,Romance,Color,978,R
1552,Wonder Woman 1984,Gal Gadot,Chris Pine,Kristen Wiig," 121,157 ",Action,Adventure,Fantasy,"$46,801,036",998,PG-13
1553,Gods of Egypt,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler," 196,453 ",Action,Adventure,Drama,-,"1,095",PG-13
1554,The Mummy,Tom Cruise,Sofia Boutella,Annabelle Wallis," 258,759 ",Action,Adventure,Fantasy,"$80,227,895","1,111",PG-13
1555,Batman Forever,Val Kilmer,Tommy Lee Jones,Jim Carrey," 55,476",Action,Adventure,-,Color,"1,342",PG-13
1556,Infinite,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson," 61,778",Action,Sci-Fi,Thriller,-,"1,366",PG-13
1557,Spiderhead,Chris Hemsworth,Miles Teller,Jurnee Smollett," 38,169 ",Action,Crime,Drama,-,"1,532",R
1558,The Forever Purge,Ana de la Reguera,Tenoch Huerta,Josh Lucas," 59,240 ",Action,Crime,Horror,-,"1,563",R
1559,Ava,Jessica Chastain,John Malkovich,Common," 41,759",Action,Drama,Thriller,-,"1,983",R
1560,Snake Eyes,Henry Golding,Andrew Koji,Haruka Abe," 197,567 ",Action,Adventure,Crime,-,"2,666",PG-13
1561,Godzilla,Matthew Broderick,Jean Reno,Maria Pitillo," 33,987 ",Action,Sci-Fi,Thriller,DTSDolby Digital,"2,668",PG-13
1562,Maximum Overdrive,Emilio Estevez,Pat Hingle,Laura Harrington," 101,485 ",Action,Comedy,Horror,Color,"3,552",R
1563,Drive Angry,Nicolas Cage,Amber Heard,William Fichtner," 130,722 ",Action,Comedy,Fantasy,Color,"3,632",R
1564,Æon Flux,Charlize Theron,Frances McDormand,Sophie Okonedo," 55,887 ",Action,Adventure,Sci-Fi,Color,"4,437",PG-13
1565,Vampire Academy,Zoey Deutch,Lucy Fry,Danila Kozlovskiy," 34,337 ",Action,Comedy,Drama,Color,"4,645",PG-13
1566,Big Game,Samuel L. Jackson,Onni Tommila,Ray Stevenson," 31,855",Action,Adventure,Comedy,-,"4,698",PG-13
1567,"Game Over, Man!",Adam Devine,Anders Holm,Blake Anderson," 93,824 ",Action,Comedy,-,-,"4,785",TV-MA
1568,Killers,Katherine Heigl,Ashton Kutcher,Tom Selleck," 62,035 ",Action,Comedy,Romance,Color,"4,953",PG-13
1569,Blackhat,Chris Hemsworth,Viola Davis,Tang Wei," 29,387 ",Action,Crime,Thriller,Color,-,R
1570,The Happytime Murders,Melissa McCarthy,Elizabeth Banks,Maya Rudolph," 44,017",Action,Comedy,Crime,Color,-,R
1571,Outside the Wire,Anthony Mackie,Damson Idris,Enzo Cilenti," 96,128 ",Action,Adventure,Fantasy,-,-,R
1572,Season of the Witch,Nicolas Cage,Ron Perlman,Claire Foy," 86,181 ",Action,Adventure,Fantasy,"$24,827,228",-,PG-13
1573,The Tuxedo,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs," 45,509 ",Action,Comedy,Sci-Fi,-,-,PG-13
1574,The Spy Next Door,Jackie Chan,Amber Valletta,Billy Ray Cyrus," 27,822 ",Action,Comedy,Family,Color,-,PG
1575,D3: The Mighty Ducks,Emilio Estevez,Jeffrey Nordling,David Selby," 36,481 ",Action,Comedy,Drama,Dolby Digital,-,PG
1576,The Last Legion,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan," 63,537 ",Action,Adventure,History,-,-,PG-13
1577,The Man with the Iron Fists,Russell Crowe,Cung Le,Lucy Liu," 45,401 ",Action,-,-,ColorBlack and White,-,R
1578,Pathfinder,Karl Urban,Clancy Brown,Moon Bloodgood," 32,196 ",Action,Adventure,Drama,Color,-,R
1579,Battle for the Planet of the Apes,Roddy McDowall,Claude Akins,Natalie Trundy," 38,146 ",Action,Sci-Fi,-,Color,-,G
1580,Killing Season,Robert De Niro,John Travolta,Milo Ventimiglia," 51,284 ",Action,Drama,Thriller,-,-,R
1581,Bulletproof Monk,Chow Yun-Fat,Seann William Scott,Jaime King," 52,488 ",Action,Comedy,Fantasy,-,-,PG-13
1582,I Spy,Eddie Murphy,Owen Wilson,Famke Janssen," 47,660 ",Action,Adventure,Comedy,Color,-,PG-13
1583,Dhoom 3,Aamir Khan,Katrina Kaif,Abhishek Bachchan," 42,450 ",Action,Crime,Drama,-,-,Not Rated
1584,Masters of the Universe,Dolph Lundgren,Frank Langella,Meg Foster," 112,669 ",Action,Adventure,Fantasy,"$17,336,370",855,PG
1585,Geostorm,Gerard Butler,Jim Sturgess,Abbie Cornish," 138,004 ",Action,Sci-Fi,Thriller,-,"1,610",PG-13
1586,The Predator,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay," 84,165 ",Action,Adventure,Horror,"$51,024,708","1,789",R
1587,The New Mutants,Maisie Williams,Anya Taylor-Joy,Charlie Heaton," 64,610 ",Action,Horror,Mystery,"$23,852,659","1,821",PG-13
1588,Point Break,Edgar Ramírez,Luke Bracey,Ray Winstone," 245,193 ",Action,Adventure,Crime,Color,"2,111",PG-13
1589,Ghost Rider,Nicolas Cage,Eva Mendes,Sam Elliott," 191,414 ",Action,Fantasy,Thriller,"$115,802,596","2,167",PG-13
1590,Jupiter Ascending,Channing Tatum,Mila Kunis,Eddie Redmayne," 224,149 ",Action,Adventure,Sci-Fi,Color,"2,199",PG-13
1591,Daredevil,Ben Affleck,Jennifer Garner,Colin Farrell," 33,227 ",Action,Crime,-,Color,"2,222",PG-13
1592,Tank Girl,Lori Petty,Ice-T,Naomi Watts," 76,618 ",Action,Comedy,Sci-Fi,-,"2,377",R
1593,Robin Hood,Taron Egerton,Jamie Foxx,Ben Mendelsohn," 47,192 ",Action,Adventure,Drama,"$30,824,628","2,883",PG-13
1594,Congo,Laura Linney,Tim Curry,Dylan Walsh," 146,170 ",Action,Adventure,Mystery,Color,"3,635",PG-13
1595,Resident Evil: Retribution,Milla Jovovich,Sienna Guillory,Michelle Rodriguez," 78,779 ",Action,Horror,Sci-Fi,Color,"3,786",R
1596,Red Dawn,Chris Hemsworth,Isabel Lucas,Josh Hutcherson," 66,335 ",Action,Drama,-,"$44,806,783","4,101",PG-13
1597,The Karate Kid Part III,Ralph Macchio,Pat Morita,Robyn Lively," 73,255 ",Action,Drama,Family,Color,"4,432",PG
1598,Land of the Lost,Will Ferrell,Danny McBride,Anna Friel," 128,154 ",Action,Adventure,Comedy,Color,"4,480",PG-13
1599,Max Payne,Mark Wahlberg,Mila Kunis,Beau Bridges," 70,375 ",Action,Crime,Drama,Color,-,PG-13
1600,Spy Kids 2: Island of Lost Dreams,Alexa PenaVega,Daryl Sabara,Antonio Banderas," 43,328 ",Action,Adventure,Comedy,-,-,PG
1601,One for the Money,Katherine Heigl,Jason O'Mara,Daniel Sunjata," 39,147 ",Action,Comedy,Crime,Color,-,PG-13
1602,Spy Hard,Leslie Nielsen,Nicollette Sheridan,Charles Durning," 46,254",Action,Comedy,-,-,-,PG-13
1603,The Colony,Kevin Zegers,Laurence Fishburne,Bill Paxton," 38,336 ",Action,Horror,Sci-Fi,-,-,Not Rated
1604,Hollywood Homicide,Harrison Ford,Josh Hartnett,Isaiah Washington," 57,553 ",Action,Comedy,Crime,-,-,PG-13
1605,Bangkok Dangerous,Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm," 26,059",Action,Crime,Thriller,"$15,298,133",-,R
1606,Universal Soldier: Regeneration,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski," 32,346",Action,Adventure,Sci-Fi,-,-,R
1607,The Way to Paradise,Enzo Zelocchi,Jennifer Lyons,Bryson Jones Allman," 147,231 ",Action,Comedy,Thriller,-,-,-
1608,F9: The Fast Saga,Vin Diesel,Michelle Rodriguez,Jordana Brewster," 158,331 ",Action,Crime,Thriller,United States,47,PG-13
1609,Transformers: The Last Knight,Mark Wahlberg,Anthony Hopkins,Josh Duhamel," 137,158 ",Action,Adventure,Sci-Fi,-,334,PG-13
1610,Morbius,Jared Leto,Matt Smith,Adria Arjona," 50,776 ",Action,Adventure,Horror,Color,927,PG-13
1611,The Covenant,Steven Strait,Sebastian Stan,Toby Hemingway," 58,214 ",Action,Adventure,Fantasy,-,"1,309",PG-13
1612,Resident Evil: Welcome to Raccoon City,Kaya Scodelario,Robbie Amell,Hannah John-Kamen," 93,998 ",Action,Horror,Sci-Fi,Color,"1,435",R
1613,Hellboy,David Harbour,Milla Jovovich,Ian McShane," 107,929 ",Action,Adventure,Fantasy,United StatesUnited KingdomBulgariaCanadaPortugalFrance,"1,456",R
1614,Legion,Paul Bettany,Dennis Quaid,Charles S. Dutton," 165,937 ",Action,Fantasy,Horror,Color,"1,744",R
1615,The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,Jet Li,Maria Bello," 94,505 ",Action,Adventure,Fantasy,Color,"1,765",PG-13
1616,xXx: Return of Xander Cage,Vin Diesel,Donnie Yen,Deepika Padukone," 70,274 ",Action,Adventure,Thriller,Color,"1,841",PG-13
1617,Spawn,Michael Jai White,John Leguizamo,Martin Sheen," 113,358 ",Action,Drama,Horror,Color,"2,281",PG-13
1618,The 5th Wave,Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez," 29,015 ",Action,Adventure,Sci-Fi,-,"2,442",PG-13
1619,Mighty Morphin Power Rangers,Karan Ashley,Johnny Yong Bosch,Steve Cardenas," 183,779 ",Action,Adventure,Family,-,"2,560",PG
1620,Independence Day: Resurgence,Liam Hemsworth,Jeff Goldblum,Bill Pullman," 63,767 ",Action,Adventure,Sci-Fi,Color,"2,581",PG-13
1621,Monster Hunter,Milla Jovovich,Tony Jaa,Ron Perlman," 33,606 ",Action,Adventure,Fantasy,Color,"2,747",PG-13
1622,The Bad Batch,Suki Waterhouse,Jason Momoa,Jayda Fink," 113,636 ",Action,Horror,Mystery,Color,"2,880",R
1623,Paul Blart: Mall Cop,Kevin James,Keir O'Donnell,Jayma Mays," 116,009 ",Action,Comedy,Crime,Color,"3,586",PG
1624,Doom,Karl Urban,Rosamund Pike,Dwayne Johnson," 73,699 ",Action,Horror,Sci-Fi,Color,"3,704",R
1625,Lost in Space,Gary Oldman,William Hurt,Matt LeBlanc," 88,143 ",Action,Adventure,Family,United KingdomUnited States,"3,924",PG-13
1626,Big Momma's House,Martin Lawrence,Nia Long,Paul Giamatti," 210,866 ",Action,Comedy,Crime,Color,"4,044",PG-13
1627,A Good Day to Die Hard,Bruce Willis,Jai Courtney,Sebastian Koch," 66,453 ",Action,Thriller,-,Color,"4,485",R
1628,The First Purge,Y'lan Noel,Lex Scott Davis,Joivan Wade," 43,345 ",Action,Horror,Sci-Fi,-,-,R
1629,The Transporter Refueled,Ed Skrein,Loan Chabanol,Ray Stevenson," 42,777 ",Action,Thriller,-,-,-,PG-13
1630,The Medallion,Jackie Chan,Lee Evans,Claire Forlani," 26,789 ",Action,Comedy,Fantasy,Color,-,PG-13
1631,Mutant Chronicles,Thomas Jane,Ron Perlman,Devon Aoki," 34,431",Action,Adventure,Mystery,-,-,R
1632,Beast,Joseph Vijay,Pooja Hegde,K. Selvaraghavan," 36,169",Action,Thriller,-,-,-,-
1633,Bachchhan Paandey,Akshay Kumar,Kriti Sanon,Jacqueline Fernandez," 88,461 ",Action,Comedy,Crime,-,-,-
1634,Moonfall,Halle Berry,Patrick Wilson,John Bradley," 100,804 ",Action,Adventure,Sci-Fi,-,579,PG-13
1635,Conan the Barbarian,Jason Momoa,Ron Perlman,Rose McGowan," 43,379 ",Action,Adventure,Fantasy,"$21,295,021","2,144",R
1636,Red Sonja,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman," 128,330 ",Action,Adventure,Fantasy,"$6,948,633","2,569",PG-13
1637,Eragon,Ed Speleers,Sienna Guillory,Jeremy Irons," 82,561 ",Action,Adventure,Family,Color,"3,331",PG
1638,"I, Frankenstein",Aaron Eckhart,Bill Nighy,Miranda Otto," 133,394 ",Action,Fantasy,Sci-Fi,-,"4,085",PG-13
1639,"10,000 BC",Camilla Belle,Steven Strait,Marco Khan," 55,188 ",Action,Adventure,Drama,-,"4,097",PG-13
1640,Stealth,Josh Lucas,Jessica Biel,Jamie Foxx," 35,983 ",Action,Adventure,Sci-Fi,"$32,116,746","4,938",PG-13
1641,Agent Cody Banks,Frankie Muniz,Hilary Duff,Andrew Francis," 81,893 ",Action,Adventure,Comedy,-,-,PG
1642,Abduction,Taylor Lautner,Lily Collins,Alfred Molina," 77,667 ",Action,Mystery,Thriller,Color,-,PG-13
1643,Miss Congeniality 2: Armed & Fabulous,Sandra Bullock,Regina King,William Shatner," 48,283 ",Action,Comedy,Crime,Color,-,PG-13
1644,G-Force,Will Arnett,Penélope Cruz,Zach Galifianakis," 61,058 ",Animation,Action,Adventure,Color,-,PG
1645,Cats & Dogs,Alec Baldwin,Tobey Maguire,Jeff Goldblum," 52,600 ",Action,Adventure,Comedy,-,-,PG
1646,Hot Pursuit,Reese Witherspoon,Sofía Vergara,Matthew Del Negro," 25,169 ",Action,Comedy,Crime,-,-,PG-13
1647,Stormbreaker,Alex Pettyfer,Mickey Rourke,Sophie Okonedo," 34,787 ",Action,Adventure,Family,-,-,PG
1648,Alex Cross,Tyler Perry,Matthew Fox,Rachel Nichols," 35,559 ",Action,Crime,Mystery,Color,-,PG-13
1649,Get Carter,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson," 76,604 ",Action,Crime,Drama,-,-,R
1650,Charlie's Angels,Kristen Stewart,Naomi Scott,Ella Balinska," 252,067 ",Action,Adventure,Comedy,Color,"1,656",PG-13
1651,The Twilight Saga: Eclipse,Kristen Stewart,Robert Pattinson,Taylor Lautner," 28,630",Action,Adventure,Drama,"$300,531,751","2,141",PG-13
1652,Shadow in the Cloud,Chloë Grace Moretz,Nick Robinson,Beulah Koale," 55,655",Action,Horror,War,Color,"2,635",R
1653,How It Ends,Theo James,Kat Graham,Nancy Sorel," 72,499 ",Action,Drama,Horror,-,"3,154",TV-MA
1654,Superman III,Christopher Reeve,Richard Pryor,Margot Kidder," 32,690 ",Action,Adventure,Comedy,Color,"3,876",PG
1655,Cyborg,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn," 34,898 ",Action,Sci-Fi,Thriller,-,"4,979",R
1656,The Phantom,Billy Zane,Kristy Swanson,Treat Williams," 28,981 ",Action,Adventure,Comedy,-,-,PG
1657,Virus,Jamie Lee Curtis,Donald Sutherland,William Baldwin," 28,049 ",Action,Horror,Sci-Fi,-,-,R
1658,See No Evil,Glenn Jacobs,Christina Vidal,Michael J. Pagan," 36,509 ",Action,Horror,Thriller,-,-,R
1659,Dilwale,Shah Rukh Khan,Kajol,Varun Dhawan," 163,881 ",Action,Comedy,Drama,-,-,Not Rated
1660,Wild Wild West,Will Smith,Kevin Kline,Kenneth Branagh," 62,370 ",Action,Comedy,Sci-Fi,-,"3,268",PG-13
1661,The Darkest Hour,Emile Hirsch,Olivia Thirlby,Max Minghella," 35,106 ",Action,Adventure,Horror,-,"3,408",PG-13
1662,Dracula 2000,Gerard Butler,Justine Waddell,Jonny Lee Miller," 130,382 ",Action,Fantasy,Horror,Color,"3,551",R
1663,Charlie's Angels: Full Throttle,Drew Barrymore,Lucy Liu,Cameron Diaz," 38,503 ",Action,Adventure,Comedy,Color,"4,020",PG-13
1664,The Cold Light of Day,Henry Cavill,Bruce Willis,Sigourney Weaver," 56,160 ",Action,Thriller,-,-,-,PG-13
1665,Ghosts of Mars,Natasha Henstridge,Ice Cube,Pam Grier," 34,075 ",Action,Horror,Sci-Fi,-,-,R
1666,Blues Brothers 2000,Dan Aykroyd,John Goodman,Walter Levine," 38,934",Action,Comedy,Crime,-,-,PG-13
1667,Happy New Year,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan," 107,858 ",Action,Comedy,Crime,Color,-,Not Rated
1668,Anaconda,Jon Voight,Jennifer Lopez,Eric Stoltz," 51,428",Action,Adventure,Horror,Color,"1,410",PG-13
1669,The Ridiculous 6,Adam Sandler,Terry Crews,Jorge Garcia," 45,581 ",Action,Adventure,Comedy,-,"3,358",TV-14
1670,DOA: Dead or Alive,Jaime Pressly,Devon Aoki,Sarah Carter," 205,131 ",Action,Adventure,Mystery,-,"3,677",PG-13
1671,After Earth,Jaden Smith,David Denman,Will Smith," 34,618 ",Action,Adventure,Sci-Fi,-,"3,689",PG-13
1672,Teenage Mutant Ninja Turtles III,Elias Koteas,Paige Turco,Stuart Wilson," 25,609 ",Action,Adventure,Comedy,Color,-,PG
1673,Crocodile Dundee in Los Angeles,Paul Hogan,Linda Kozlowski,Jere Burns," 27,988",Action,Adventure,Comedy,Color,-,PG
1674,Tekken,Jonathan Patrick Foo,Kelly Overton,Cary-Hiroyuki Tagawa," 35,546 ",Action,Crime,Drama,-,-,R
1675,Double Team,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke," 26,076 ",Action,Comedy,Sci-Fi,-,-,R
1676,Godsend,Robert De Niro,Greg Kinnear,Rebecca Romijn," 49,003 ",Action,Drama,Fantasy,-,-,PG-13
1677,Howard the Duck,Lea Thompson,Jeffrey Jones,Tim Robbins," 73,053 ",Action,Adventure,Comedy,Color,"1,229",PG
1678,Zoolander 2,Ben Stiller,Owen Wilson,Penélope Cruz," 95,290 ",Action,Adventure,Comedy,Color,"3,630",PG-13
1679,Elektra,Jennifer Garner,Goran Visnjic,Will Yun Lee," 32,691 ",Action,Adventure,Crime,Color,"4,026",PG-13
1680,Anacondas: The Hunt for the Blood Orchid,Morris Chestnut,KaDee Strickland,Eugene Byrd," 62,069 ",Action,Adventure,Horror,-,-,PG-13
1681,The Spirit,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson," 34,748 ",Action,Crime,Fantasy,Color,-,PG-13
1682,The Marine,John Cena,Kelly Carlson,Robert Patrick," 60,195 ",Action,Comedy,Drama,Color,-,PG-13
1683,Jonah Hex,Josh Brolin,Megan Fox,John Malkovich," 56,719",Action,Drama,Fantasy,Color,-,PG-13
1684,Shamshera,Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor," 44,405 ",Action,Adventure,Drama,-,-,-
1685,Ra.One,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor," 26,899",Action,Adventure,Sci-Fi,Color,-,Not Rated
1686,Bodyguard,Salman Khan,Kareena Kapoor,Raj Babbar," 31,686 ",Action,Comedy,Drama,-,-,Not Rated
1687,Bharat,Salman Khan,Katrina Kaif,Sunil Grover," 72,171 ",Action,Comedy,Drama,-,-,Not Rated
1688,Superhero Movie,Drake Bell,Leslie Nielsen,Sara Paxton," 25,618",Action,Comedy,Sci-Fi,Color,"2,290",PG-13
1689,Interceptor,Elsa Pataky,Luke Bracey,Aaron Glenane," 129,340 ",Action,Adventure,Drama,-,"2,866",TV-MA
1690,Aliens vs. Predator: Requiem,Reiko Aylesworth,Steven Pasquale,Shareeka Epps," 29,906",Action,Adventure,Horror,"$41,797,066","4,019",R
1691,Shehzada,Kartik Aaryan,Kriti Sanon,Paresh Rawal," 42,194 ",Action,Comedy,Drama,-,"4,335",-
1692,Driven,Sylvester Stallone,Kip Pardue,Til Schweiger," 36,461 ",Action,Drama,Sport,Color,-,PG-13
1693,Snatched,Amy Schumer,Goldie Hawn,Kim Caramele," 43,751",Action,Adventure,Comedy,-,-,R
1694,Thunder Force,Melissa McCarthy,Octavia Spencer,Jason Bateman," 30,236 ",Action,Adventure,Comedy,-,"3,798",PG-13
1695,Species II,Natasha Henstridge,Michael Madsen,Marg Helgenberger," 121,366 ",Action,Horror,Sci-Fi,Color,"4,219",R
1696,Home Alone 3,Alex D. Linz,Olek Krupa,Rya Kihlstedt," 43,705 ",Action,Comedy,Crime,Color,"4,409",PG
1697,Taxi,Queen Latifah,Jimmy Fallon,Gisele Bündchen," 90,910 ",Action,Comedy,Crime,-,-,PG-13
1698,Skyline,Eric Balfour,Donald Faison,Scottie Thompson," 72,128 ",Action,Sci-Fi,Thriller,Color,-,PG-13
1699,xXx: State of the Union,Ice Cube,Samuel L. Jackson,Willem Dafoe," 32,414 ",Action,Adventure,Crime,Color,-,PG-13
1700,The Next Karate Kid,Pat Morita,Hilary Swank,Michael Ironside," 32,747 ",Action,Drama,Family,DolbyDolby Digital,-,PG
1701,Kangaroo Jack,Anthony Anderson,Jerry O'Connell,Estella Warren," 58,709 ",Action,Adventure,Comedy,Color,-,PG
1702,Jason X,Kane Hodder,Lexa Doig,Jeff Geddis," 29,146",Action,Horror,Sci-Fi,Color,"4,426",R
1703,Cell,John Cusack,Samuel L. Jackson,Isabelle Fuhrman," 39,277 ",Action,Adventure,Horror,-,-,R
1704,Paul Blart: Mall Cop 2,Kevin James,Raini Rodriguez,Eduardo Verástegui," 28,498 ",Action,Comedy,Crime,-,-,PG
1705,"Big Mommas: Like Father, Like Son",Martin Lawrence,Brandon T. Jackson,Jessica Lucas," 171,488 ",Action,Comedy,Crime,Color,-,PG-13
1706,Fantastic Four,Miles Teller,Kate Mara,Michael B. Jordan," 63,057 ",Action,Adventure,Sci-Fi,Color,865,PG-13
1707,Spy Kids 3: Game Over,Daryl Sabara,Alexa PenaVega,Antonio Banderas," 122,809 ",Action,Adventure,Comedy,Color,"3,644",PG
1708,Ghost Rider: Spirit of Vengeance,Nicolas Cage,Ciarán Hinds,Idris Elba," 43,561 ",Action,Adventure,Fantasy,"$51,774,002","4,064",PG-13
1709,Stop! Or My Mom Will Shoot,Sylvester Stallone,Estelle Getty,JoBeth Williams," 83,071 ",Action,Comedy,-,-,-,PG-13
1710,Ultraviolet,Milla Jovovich,Cameron Bright,Nick Chinlund," 49,579 ",Action,Sci-Fi,-,Color,-,PG-13
1711,Inspector Gadget,Matthew Broderick,Rupert Everett,Joely Fisher," 46,970 ",Action,Adventure,Comedy,"$97,403,112","4,634",PG
1712,Highlander II: The Quickening,Christopher Lambert,Sean Connery,Virginia Madsen," 55,293 ",Action,Adventure,Fantasy,-,-,R
1713,The Legend of Hercules,Kellan Lutz,Gaia Weiss,Scott Adkins," 30,067 ",Action,Adventure,Fantasy,Color,-,PG-13
1714,Universal Soldier: The Return,Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz," 73,856",Action,Sci-Fi,-,-,-,R
1715,Coolie No. 1,Varun Dhawan,Sara Ali Khan,Paresh Rawal," 51,960 ",Action,Comedy,Romance,-,-,TV-14
1716,RoboCop 3,Robert John Burke,Nancy Allen,Mario Machado," 28,919 ",Action,Crime,Sci-Fi,Color,-,PG-13
1717,Torque,Martin Henderson,Ice Cube,Monet Mazur," 73,214 ",Action,Comedy,Crime,-,-,PG-13
1718,Street Fighter,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen," 167,336 ",Action,Adventure,Comedy,Color,"1,713",PG-13
1719,The Last Airbender,Noah Ringer,Nicola Peltz Beckham,Jackson Rathbone," 26,628 ",Action,Adventure,Family,Color,"1,955",PG
1720,Shark Night,Sara Paxton,Dustin Milligan,Chris Carmack," 83,671 ",Action,Adventure,Horror,Color,-,PG-13
1721,Speed 2: Cruise Control,Sandra Bullock,Jason Patric,Willem Dafoe," 50,145 ",Action,Adventure,Crime,Color,"3,329",PG-13
1722,In the Name of the King: A Dungeon Siege Tale,Jason Statham,Ron Perlman,Ray Liotta," 33,408",Action,Adventure,Fantasy,-,-,PG-13
1723,Escape Plan 2: Hades,Sylvester Stallone,Dave Bautista,Xiaoming Huang," 44,591 ",Action,Crime,Mystery,-,-,R
1724,The Avengers,Ralph Fiennes,Uma Thurman,Sean Connery," 26,462 ",Action,Adventure,Sci-Fi,Color,-,PG-13
1725,The Adventures of Pluto Nash,Eddie Murphy,Jay Mohr,Randy Quaid," 259,752 ",Action,Comedy,Sci-Fi,-,-,PG-13
1726,Batman & Robin,Arnold Schwarzenegger,George Clooney,Chris O'Donnell," 40,009 ",Action,Sci-Fi,-,"$107,353,792","1,080",PG-13
1727,The Adventures of Sharkboy and Lavagirl 3-D,Cayden Boyd,George Lopez,Kristin Davis," 50,685 ",Action,Adventure,Comedy,-,"2,241",PG
1728,Superman IV: The Quest for Peace,Christopher Reeve,Gene Hackman,Margot Kidder," 35,184 ",Action,Adventure,Sci-Fi,Color,"3,938",PG
1729,Dungeons & Dragons,Justin Whalin,Jeremy Irons,Zoe McLellan," 56,436 ",Action,Adventure,Fantasy,Color,"1,288",PG-13
1730,Mortal Kombat: Annihilation,Robin Shou,Talisa Soto,James Remar," 33,482",Action,Adventure,Fantasy,-,"3,227",PG-13
1731,Crimea,Roman Kurtsyn,Evgeniya Lapova,Pavel Kraynov," 30,312 ",Action,Drama,-,-,-,-
